cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	atc	laboratorio_titular	sw_base_a_plantas	biosimilar	radiofarmaco
700754	78258	ULTRA-LEVURA 250 MG POLVO PARA SUSPENSION ORAL	Saccharomyces boulardii 250 mg solución/suspensión oral	250 mg	Sobre	10	sobre	SACCHAROMYCES BOULARDII 250 mg	VÍA ORAL	POLVO PARA SUSPENSIÓN ORAL	A07FA02 - Saccharomyces boulardii	BIOCODEX	0	0	0
700755	78258	ULTRA-LEVURA 250 MG POLVO PARA SUSPENSION ORAL	Saccharomyces boulardii 250 mg solución/suspensión oral	250 mg	Sobre	20	sobre	SACCHAROMYCES BOULARDII 250 mg	VÍA ORAL	POLVO PARA SUSPENSIÓN ORAL	A07FA02 - Saccharomyces boulardii	BIOCODEX	0	0	0
700788	78272	ULTRA-LEVURA 250 MG CAPSULAS DURAS	Saccharomyces boulardii 250 mg cápsula	250 mg	Frasco	10	cápsula	SACCHAROMYCES BOULARDII 250 mg	VÍA ORAL	CÁPSULA DURA	A07FA02 - Saccharomyces boulardii	BIOCODEX	0	0	0
700789	78272	ULTRA-LEVURA 250 MG CAPSULAS DURAS	Saccharomyces boulardii 250 mg cápsula	250 mg	Frasco	20	cápsula	SACCHAROMYCES BOULARDII 250 mg	VÍA ORAL	CÁPSULA DURA	A07FA02 - Saccharomyces boulardii	BIOCODEX	0	0	0
710176	78272	ULTRA-LEVURA 250 MG CAPSULAS DURAS	Saccharomyces boulardii 250 mg cápsula	250mg	Blister	10	cápsula	SACCHAROMYCES BOULARDII 250 mg	VÍA ORAL	CÁPSULA DURA	A07FA02 - Saccharomyces boulardii	BIOCODEX	0	0	0
710177	78272	ULTRA-LEVURA 250 MG CAPSULAS DURAS	Saccharomyces boulardii 250 mg cápsula	250 mg	Blister	20	cápsula	SACCHAROMYCES BOULARDII 250 mg	VÍA ORAL	CÁPSULA DURA	A07FA02 - Saccharomyces boulardii	BIOCODEX	0	0	0
712566	34009325988541	ULTRA LEVURA 50 MG CAPSULAS DURAS	Saccharomyces boulardii 50 mg cápsula	50 mg	Frasco	50	cápsula	SACCHAROMYCES BOULARDII 50 mg	VÍA ORAL	CÁPSULA DURA	A07FA02 - Saccharomyces boulardii	BIOCODEX	0	0	0
715788	0697702	ULTRA-LEVURA 250 MG CAPSULAS DURAS	Saccharomyces boulardii 250 mg cápsula	250 mg	Frasco	10	cápsula	SACCHAROMYCES BOULARDII 250 mg	VÍA ORAL	CÁPSULA DURA	A07FA02 - Saccharomyces boulardii	PETSIAVAS S.A. INDUSTRIAL AND COMMERCIAL ENTERPRISES	0	0	0
716312	46177-19-6-2013	ULTRA-LEVURA 50 MG CAPSULAS DURAS	Saccharomyces boulardii 50 mg cápsula	50 mg	Frasco	20	cápsula	SACCHAROMYCES BOULARDII 50 mg	VÍA ORAL	CÁPSULA DURA	A07FA02 - Saccharomyces boulardii	PETSIAVAS S.A. INDUSTRIAL AND COMMERCIAL ENTERPRISES	0	0	0
716313	46177-19-6-2013IP	ULTRA-LEVURA 50 MG CAPSULAS DURAS	Saccharomyces boulardii 50 mg cápsula	50 mg	Frasco	20	cápsula	SACCHAROMYCES BOULARDII 50 mg	VÍA ORAL	CÁPSULA DURA	A07FA02 - Saccharomyces boulardii	PETSIAVAS S.A. INDUSTRIAL AND COMMERCIAL ENTERPRISES	0	0	0
724621	3400932598854	ULTRA-LEVURA 50 MG CAPSULAS DURAS	Saccharomyces boulardii 50 mg cápsula	50 mg	Frasco	50	cápsula	SACCHAROMYCES BOULARDII CNCM I-745 50 mg	VÍA ORAL	CÁPSULA DURA	A07FA02 - Saccharomyces boulardii	BIOCODEX	0	0	0
725441	2113-13-1-2010	ULTRA-LEVURA 250 MG CAPSULAS DURAS	Saccharomyces boulardii 250 mg cápsula	250 mg	Frasco	10	cápsula	SACCHAROMYCES BOULARDII CNCM I-745 250 mg	VÍA ORAL	CÁPSULA DURA	A07FA02 - Saccharomyces boulardii	PETSIAVAS S.A. INDUSTRIAL AND COMMERCIAL ENTERPRISES	0	0	0
725442	2113-13-1-2010	ULTRA-LEVURA 250 MG CAPSULAS DURAS	Saccharomyces boulardii 250 mg cápsula	250 mg	Frasco	20	cápsula	SACCHAROMYCES BOULARDII CNCM I-745 250 mg	VÍA ORAL	CÁPSULA DURA	A07FA02 - Saccharomyces boulardii	PETSIAVAS S.A. INDUSTRIAL AND COMMERCIAL ENTERPRISES	0	0	0
725443	2123-13-1-2010	ULTRA-LEVURA 250 MG POLVO PARA SUSPENSION ORAL	Saccharomyces boulardii 250 mg solución/suspensión oral	250 mg	Sobre	10	sobre	SACCHAROMYCES BOULARDII CNCM I-745 250 mg	VÍA ORAL	POLVO PARA SUSPENSIÓN ORAL	A07FA02 - Saccharomyces boulardii	PETSIAVAS S.A. INDUSTRIAL AND COMMERCIAL ENTERPRISES	0	0	0
725574	2123-13-1-2010	ULTRA-LEVURA 250 MG POLVO PARA SUSPENSION ORAL	Saccharomyces boulardii 250 mg solución/suspensión oral	250 mg	Sobre	20	sobre	SACCHAROMYCES BOULARDII CNCM I-745 250 mg	VÍA ORAL	POLVO PARA SUSPENSIÓN ORAL	A07FA02 - Saccharomyces boulardii	PETSIAVAS S.A. INDUSTRIAL AND COMMERCIAL ENTERPRISES	0	0	0
726681	67618-_22-06-2018	ULTRA-LEVURA 250 MG GRANULADO PARA SUSPENSION ORAL	Saccharomyces boulardii 250 mg solución/suspensión oral	250 mg	Sobre	10	sobre	SACCHAROMYCES BOULARDII CNCM I-745 250 mg	VÍA ORAL	GRANULADO PARA SUSPENSIÓN ORAL	A07FA02 - Saccharomyces boulardii	PETSIAVAS S.A. INDUSTRIAL AND COMMERCIAL ENTERPRISES	0	0	0
726682	67618-_22-06-2018	ULTRA-LEVURA 250 MG GRANULADO PARA SUSPENSION ORAL	Saccharomyces boulardii 250 mg solución/suspensión oral	250 mg	Sobre	20	sobre	SACCHAROMYCES BOULARDII CNCM I-745 250 mg	VÍA ORAL	GRANULADO PARA SUSPENSIÓN ORAL	A07FA02 - Saccharomyces boulardii	PETSIAVAS S.A. INDUSTRIAL AND COMMERCIAL ENTERPRISES	0	0	0
726706	46177-19-6-2013IP1	ULTRA-LEVURA 50 MG CAPSULAS DURAS	Saccharomyces boulardii 50 mg cápsula	50 mg	Frasco	20	cápsula	SACCHAROMYCES BOULARDII CNCM I-745 50 mg	VÍA ORAL	CÁPSULA DURA	A07FA02 - Saccharomyces boulardii	PETSIAVAS S.A. INDUSTRIAL AND COMMERCIAL ENTERPRISES	0	0	0
726707	67617-22-6-2018	ULTRA-LEVURA 250 MG CAPSULAS DURAS	Saccharomyces boulardii 250 mg cápsula	250 mg	Frasco	10	cápsula	SACCHAROMYCES BOULARDII CNCM I-745 250 mg	VÍA ORAL	CÁPSULA DURA	A07FA02 - Saccharomyces boulardii	PETSIAVAS S.A. INDUSTRIAL AND COMMERCIAL ENTERPRISES	0	0	0
726708	67617-22-6-2018	ULTRA-LEVURA 250 MG CAPSULAS DURAS	Saccharomyces boulardii 250 mg cápsula	250 mg	Frasco	20	cápsula	SACCHAROMYCES BOULARDII CNCM I-745 250 mg	VÍA ORAL	CÁPSULA DURA	A07FA02 - Saccharomyces boulardii	PETSIAVAS S.A. INDUSTRIAL AND COMMERCIAL ENTERPRISES	0	0	0
726817	34009_369_913_0_9	ULTRA-LEVURA 50 MG CAPSULAS DURAS	Saccharomyces boulardii 50 mg cápsula	50 mg	Frasco	20	cápsula	SACCHAROMYCES BOULARDII CNCM I-745 50 mg	VÍA ORAL	CÁPSULA DURA	A07FA02 - Saccharomyces boulardii	BIOCODEX	0	0	0
726818	34009_369_913_0_9	ULTRA-LEVURA 50 MG CAPSULAS DURAS	Saccharomyces boulardii 50 mg cápsula	50 mg	Frasco	50	cápsula	SACCHAROMYCES BOULARDII CNCM I-745 50 mg	VÍA ORAL	CÁPSULA DURA	A07FA02 - Saccharomyces boulardii	BIOCODEX	0	0	0
728986	62989610	ULTRA-LEVURA 50 MG CAPSULAS DURAS	Saccharomyces boulardii 50 mg cápsula	50 mg	Frasco	20	cápsula	SACCHAROMYCES BOULARDII CNCM I-745 50 mg	VÍA ORAL	CÁPSULA DURA	A07FA02 - Saccharomyces boulardii	BIOCODEX	0	0	0
728987	62989610	ULTRA-LEVURA 50 MG CAPSULAS DURAS	Saccharomyces boulardii 50 mg cápsula	50 mg	Frasco	50	cápsula	SACCHAROMYCES BOULARDII CNCM I-745 50 mg	VÍA ORAL	CÁPSULA DURA	A07FA02 - Saccharomyces boulardii	BIOCODEX	0	0	0
735115	86878	ULTRA-LEVURA 250 MG POLVO Y DISOLVENTE PARA SUSPENSION ORAL	Saccharomyces boulardii 250 mg solución/suspensión oral	250 mg	Frasco	10	envase uso oral unidosis	SACCHAROMYCES BOULARDII CNCM I-745 250 mg	VÍA ORAL	POLVO Y DISOLVENTE PARA SUSPENSIÓN ORAL	A07FA02 - Saccharomyces boulardii	BIOCODEX	0	0	0
841627	46035	ULTRA-LEVURA 50 mg CAPSULAS DURAS	Saccharomyces boulardii 50 mg cápsula	56,6 mg	Frasco	20	cápsula	SACCHAROMYCES BOULARDII 56,6 mg	VÍA ORAL	CÁPSULA DURA	A07FA02 - Saccharomyces boulardii	BIOCODEX	0	0	0
936872	46035	ULTRA-LEVURA 50 mg CAPSULAS DURAS	Saccharomyces boulardii 50 mg cápsula	56,6 mg	Frasco	50	cápsula	SACCHAROMYCES BOULARDII 56,6 mg	VÍA ORAL	CÁPSULA DURA	A07FA02 - Saccharomyces boulardii	BIOCODEX	0	0	0
946608	311001-9	ULTRA LEVURA CAPSULAS	Saccharomyces boulardii 50 mg cápsula	56,6 mg	Frasco	20	cápsula	SACCHAROMYCES BOULARDII 56,6 mg	VÍA ORAL	CÁPSULA DURA	A07FA02 - Saccharomyces boulardii	BIOCODEX	0	0	0
