ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/16/1165/001	EMEA/H/C/004167	10 mg	Powder and solvent for solution for injection	Subcutaneous use	powder: vial (glass); solvent: pre-filled syringe (glass)	Powder: 10 mg Solvent: 1 ml	4 vials + 4 pre-filled syringes + 4 needles + 4 vial adaptors + 8 swabs	LIFMIOR
EU/1/16/1165/002	EMEA/H/C/004167	25 mg	Powder and solvent for solution for injection	Subcutaneous use	powder: vial (glass); solvent: pre-filled syringe (glass)	Powder: 25 mg Solvent: 1 ml	4 vials + 4 pre-filled syringes + 4 needles + 4 vial adaptors + 8 swabs	LIFMIOR
EU/1/16/1165/003	EMEA/H/C/004167	25 mg	Powder and solvent for solution for injection	Subcutaneous use	powder: vial (glass); solvent: pre-filled syringe (glass)	Powder: 25 mg Solvent: 1 ml	8 vials + 8 pre-filled syringes + 8 needles + 8 vial adaptors + 16 swabs	LIFMIOR
EU/1/16/1165/004	EMEA/H/C/004167	25 mg	Powder and solvent for solution for injection	Subcutaneous use	powder: vial (glass); solvent: pre-filled syringe (glass)	Powder: 25 mg Solvent: 1 ml	24 vials + 24 pre-filled syringes + 24 needles + 24 vial adaptors + 48 swabs	LIFMIOR
EU/1/16/1165/005	EMEA/H/C/004167	25 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.5 ml (50 mg/ml)	4 pre-filled syringes + 4 swabs	LIFMIOR
EU/1/16/1165/006	EMEA/H/C/004167	25 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.5 ml (50 mg/ml)	8 pre-filled syringes + 8 swabs	LIFMIOR
EU/1/16/1165/007	EMEA/H/C/004167	25 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.5 ml (50 mg/ml)	24 pre-filled syringes + 24 swabs	LIFMIOR
EU/1/16/1165/008	EMEA/H/C/004167	50 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	1 ml (50 mg/ml)	2 pre-filled syringes + 2 swabs	LIFMIOR
EU/1/16/1165/009	EMEA/H/C/004167	50 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	1 ml (50 mg/ml)	4 pre-filled syringes + 4 swabs	LIFMIOR
EU/1/16/1165/010	EMEA/H/C/004167	50 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	1 ml (50 mg/ml)	12 pre-filled syringes + 12 swabs	LIFMIOR
EU/1/16/1165/011	EMEA/H/C/004167	50 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen (MYCLIC)	1 ml (50 mg/ml)	2 pre-filled pens + 2 swabs	LIFMIOR
EU/1/16/1165/012	EMEA/H/C/004167	50 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen (MYCLIC)	1 ml (50 mg/ml)	4 pre-filled pens + 4 swabs	LIFMIOR
EU/1/16/1165/013	EMEA/H/C/004167	50 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen (MYCLIC)	1 ml (50 mg/ml)	12 pre-filled pens + 12 swabs	LIFMIOR
