ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/20/1521/001	EMEA/H/C/005729	2.5 mg	Capsule, hard	Oral use	blister (OPA/Alu/PVC-PET/Alu)	2.5 mg	7 x 1 capsule (unit dose)	Lenalidomide Krka d.d.
EU/1/20/1521/002	EMEA/H/C/005729	2.5 mg	Capsule, hard	Oral use	blister (OPA/Alu/PVC-PET/Alu)	2.5 mg	21 x 1 capsule (unit dose)	Lenalidomide Krka d.d.
EU/1/20/1521/003	EMEA/H/C/005729	5 mg	Capsule, hard	Oral use	blister (OPA/Alu/PVC-PET/Alu)	5 mg	7 x 1 capsule (unit dose)	Lenalidomide Krka d.d.
EU/1/20/1521/004	EMEA/H/C/005729	5 mg	Capsule, hard	Oral use	blister (OPA/Alu/PVC-PET/Alu)	5 mg	21 x 1 capsule (unit dose)	Lenalidomide Krka d.d.
EU/1/20/1521/005	EMEA/H/C/005729	7.5 mg	Capsule, hard	Oral use	blister (OPA/Alu/PVC-PET/Alu)	7.5 mg	7 x 1 capsule (unit dose)	Lenalidomide Krka d.d.
EU/1/20/1521/006	EMEA/H/C/005729	7.5 mg	Capsule, hard	Oral use	blister (OPA/Alu/PVC-PET/Alu)	7.5 mg	21 x 1 capsule (unit dose)	Lenalidomide Krka d.d.
EU/1/20/1521/007	EMEA/H/C/005729	10 mg	Capsule, hard	Oral use	blister (OPA/Alu/PVC-PET/Alu)	10 mg	7 x 1 capsule (unit dose)	Lenalidomide Krka d.d.
EU/1/20/1521/008	EMEA/H/C/005729	10 mg	Capsule, hard	Oral use	blister (OPA/Alu/PVC-PET/Alu)	10 mg	21 x 1 capsule (unit dose)	Lenalidomide Krka d.d.
EU/1/20/1521/009	EMEA/H/C/005729	15 mg	Capsule, hard	Oral use	blister (OPA/Alu/PVC-PET/Alu)	15 mg	7 x 1 capsule (unit dose)	Lenalidomide Krka d.d.
EU/1/20/1521/010	EMEA/H/C/005729	15 mg	Capsule, hard	Oral use	blister (OPA/Alu/PVC-PET/Alu)	15 mg	21 x 1 capsule (unit dose)	Lenalidomide Krka d.d.
EU/1/20/1521/011	EMEA/H/C/005729	20 mg	Capsule, hard	Oral use	blister (OPA/Alu/PVC-PET/Alu)	20 mg	7 x 1 capsule (unit dose)	Lenalidomide Krka d.d.
EU/1/20/1521/012	EMEA/H/C/005729	20 mg	Capsule, hard	Oral use	blister (OPA/Alu/PVC-PET/Alu)	20 mg	21 x 1 capsule (unit dose)	Lenalidomide Krka d.d.
EU/1/20/1521/013	EMEA/H/C/005729	25 mg	Capsule, hard	Oral use	blister (OPA/Alu/PVC-PET/Alu)	25 mg	7 x 1 capsule (unit dose)	Lenalidomide Krka d.d.
EU/1/20/1521/014	EMEA/H/C/005729	25 mg	Capsule, hard	Oral use	blister (OPA/Alu/PVC-PET/Alu)	25 mg	21 x 1 capsule (unit dose)	Lenalidomide Krka d.d.
