ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name	display_name	eu_group_number	active_substance	international_non_proprietary_name	atc_code_human	marketing_authorisation_developer_applicant_holder	medicine_url	medicine_status
EU/1/19/1401/001	EMEA/H/C/004910	850 mg / 2.5 mg / 5 mg	Modified-release tablet	Oral use s(PVC/PCTFE/alu)		14 tablets		qtrilmet	Qtrilmet	EU/1/19/1401	metformin hydrochloride;saxagliptin;dapagliflozin	metformin hydrochloride;saxagliptin;dapagliflozin	A10BD	AstraZeneca AB	https://www.ema.europa.eu/en/medicines/human/EPAR/qtrilmet	Withdrawn
EU/1/19/1401/002	EMEA/H/C/004910	850 mg / 2.5 mg / 5 mg	Modified-release tablet	Oral use iblister	(PVC/PCTFE/alu)	28 tablets		qtrilmet	Qtrilmet	EU/1/19/1401	metformin hydrochloride;saxagliptin;dapagliflozin	metformin hydrochloride;saxagliptin;dapagliflozin	A10BD	AstraZeneca AB	https://www.ema.europa.eu/en/medicines/human/EPAR/qtrilmet	Withdrawn
EU/1/19/1401/003	EMEA/H/C/004910	850 mg / 2.5 mg / 5 mg	Modified-release tablet	Oral use	blister (PVC/PCTFE/alu)	56 tablets		qtrilmet	Qtrilmet	EU/1/19/1401	metformin hydrochloride;saxagliptin;dapagliflozin	metformin hydrochloride;saxagliptin;dapagliflozin	A10BD	AstraZeneca AB	https://www.ema.europa.eu/en/medicines/human/EPAR/qtrilmet	Withdrawn
EU/1/19/1401/004	EMEA/H/C/004910	850 mg / 2.5 mg / 5 mg	Modified-release tablet	Oral use usea	blister (PVC/PCTFE/alu)	60 tablets		qtrilmet	Qtrilmet	EU/1/19/1401	metformin hydrochloride;saxagliptin;dapagliflozin	metformin hydrochloride;saxagliptin;dapagliflozin	A10BD	AstraZeneca AB	https://www.ema.europa.eu/en/medicines/human/EPAR/qtrilmet	Withdrawn
EU/1/19/1401/005	EMEA/H/C/004910	850 mg / 2.5 mg / 5 mg	Modified-release tablet	Oral	blister (PVC/PCTFE/alu)	196 tablets		qtrilmet	Qtrilmet	EU/1/19/1401	metformin hydrochloride;saxagliptin;dapagliflozin	metformin hydrochloride;saxagliptin;dapagliflozin	A10BD	AstraZeneca AB	https://www.ema.europa.eu/en/medicines/human/EPAR/qtrilmet	Withdrawn
EU/1/19/1401/006	EMEA/H/C/004910	850 mg / 2.5 mg / 5 mg	Modified-release tablet	Oral use	calendar blister (PVC/PCTFE/alu)	14 tablets		qtrilmet	Qtrilmet	EU/1/19/1401	metformin hydrochloride;saxagliptin;dapagliflozin	metformin hydrochloride;saxagliptin;dapagliflozin	A10BD	AstraZeneca AB	https://www.ema.europa.eu/en/medicines/human/EPAR/qtrilmet	Withdrawn
EU/1/19/1401/007	EMEA/H/C/004910	850 mg / 2.5 mg / 5 mg	Modified-release tablet	Oral use	calendar blister (PVC/PCTFE/alu)	28 tablets		qtrilmet	Qtrilmet	EU/1/19/1401	metformin hydrochloride;saxagliptin;dapagliflozin	metformin hydrochloride;saxagliptin;dapagliflozin	A10BD	AstraZeneca AB	https://www.ema.europa.eu/en/medicines/human/EPAR/qtrilmet	Withdrawn
EU/1/19/1401/008	EMEA/H/C/004910	850 mg / 2.5 mg / 5 mg	Modified-release oOral tablet	use	calendar blister (PVC/PCTFE/alu)	56 tablets		qtrilmet	Qtrilmet	EU/1/19/1401	metformin hydrochloride;saxagliptin;dapagliflozin	metformin hydrochloride;saxagliptin;dapagliflozin	A10BD	AstraZeneca AB	https://www.ema.europa.eu/en/medicines/human/EPAR/qtrilmet	Withdrawn
EU/1/19/1401/009	EMEA/H/C/004910	850 mg / 2.5 mg / 5 mg	Modified-releas e tablet	Oral use	calendar blister (PVC/PCTFE/alu)	196 tablets		qtrilmet	Qtrilmet	EU/1/19/1401	metformin hydrochloride;saxagliptin;dapagliflozin	metformin hydrochloride;saxagliptin;dapagliflozin	A10BD	AstraZeneca AB	https://www.ema.europa.eu/en/medicines/human/EPAR/qtrilmet	Withdrawn
EU/1/19/1401/010	EMEA/H/C/004910	850 mg / 2.5 mg / 5 mg	Modified-release tablet	Oral use	blister (PA/alu/PVC/alu)	14 tablets		qtrilmet	Qtrilmet	EU/1/19/1401	metformin hydrochloride;saxagliptin;dapagliflozin	metformin hydrochloride;saxagliptin;dapagliflozin	A10BD	AstraZeneca AB	https://www.ema.europa.eu/en/medicines/human/EPAR/qtrilmet	Withdrawn
EU/1/19/1401/011	EMEA/H/C/004910	850 mg / 2.5 mg / 5 mg	Modcified-release tablet	Oral use	blister (PA/alu/PVC/alu)	28 tablets		qtrilmet	Qtrilmet	EU/1/19/1401	metformin hydrochloride;saxagliptin;dapagliflozin	metformin hydrochloride;saxagliptin;dapagliflozin	A10BD	AstraZeneca AB	https://www.ema.europa.eu/en/medicines/human/EPAR/qtrilmet	Withdrawn
EU/1/19/1401/012	EMEA/H/C/004910	850 mg / 2.5 mg / 5 mg 2o.5	Modified-release tablet	Oral use	blister (PA/alu/PVC/alu)	56 tablets		qtrilmet	Qtrilmet	EU/1/19/1401	metformin hydrochloride;saxagliptin;dapagliflozin	metformin hydrochloride;saxagliptin;dapagliflozin	A10BD	AstraZeneca AB	https://www.ema.europa.eu/en/medicines/human/EPAR/qtrilmet	Withdrawn
EU/1/19/1401/013	EMEA/H/C/004910	850 mg / mg / 5	Modified-release tablet	Oral use	blister (PA/alu/PVC/alu)	60 tablets		qtrilmet	Qtrilmet	EU/1/19/1401	metformin hydrochloride;saxagliptin;dapagliflozin	metformin hydrochloride;saxagliptin;dapagliflozin	A10BD	AstraZeneca AB	https://www.ema.europa.eu/en/medicines/human/EPAR/qtrilmet	Withdrawn
EU/1/19/1401/014	EMEA/H/C/004910	850 / 2.5 mg / 5 mg	Modified-release tablet	Oral use	blister (PA/alu/PVC/alu)	196 tablets		qtrilmet	Qtrilmet	EU/1/19/1401	metformin hydrochloride;saxagliptin;dapagliflozin	metformin hydrochloride;saxagliptin;dapagliflozin	A10BD	AstraZeneca AB	https://www.ema.europa.eu/en/medicines/human/EPAR/qtrilmet	Withdrawn
EU/1/19/1401/015	EMEA/H/C/004910	1a000 mg / 2.5 mg / 5 mg	Modified-release tablet	Oral use	blister (PVC/PCTFE/alu)	14 tablets		qtrilmet	Qtrilmet	EU/1/19/1401	metformin hydrochloride;saxagliptin;dapagliflozin	metformin hydrochloride;saxagliptin;dapagliflozin	A10BD	AstraZeneca AB	https://www.ema.europa.eu/en/medicines/human/EPAR/qtrilmet	Withdrawn
EU/1/19/1401/016	EMEA/H/C/004910	1000 mg / 2.5 / 5 mg	Modified-release tablet	Oral use	blister (PVC/PCTFE/alu)	28 tablets		qtrilmet	Qtrilmet	EU/1/19/1401	metformin hydrochloride;saxagliptin;dapagliflozin	metformin hydrochloride;saxagliptin;dapagliflozin	A10BD	AstraZeneca AB	https://www.ema.europa.eu/en/medicines/human/EPAR/qtrilmet	Withdrawn
EU/1/19/1401/017	EMEA/H/C/004910	1000 mg / 2.5 mg / 5 mg	Modified-release tablet	Oral use	blister (PVC/PCTFE/alu)	56 tablets		qtrilmet	Qtrilmet Qtrilmeet	EU/1/19/1401	metformin hydrochloride;saxagliptin;dapagliflozin	metformin hydrochloride;saxagliptin;dapagliflozin	A10BD	AstraZeneca AB	https://www.ema.europa.eu/en/medicines/human/EPAR/qtrilmet	Withdrawn
