ma_number	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
EU/1/16/1113/001	40164020	amylase 27000 UNT / lipase 5000 UNT / protease 17000 UNT Delayed Release Oral Capsule	861710	EXACT			2025-12-04
EU/1/16/1113/002	40164020	amylase 27000 UNT / lipase 5000 UNT / protease 17000 UNT Delayed Release Oral Capsule	861710	EXACT			2025-12-04
EU/1/16/1113/003	40164020	amylase 27000 UNT / lipase 5000 UNT / protease 17000 UNT Delayed Release Oral Capsule	861710	EXACT			2025-12-04
EU/1/16/1113/004	40164020	amylase 27000 UNT / lipase 5000 UNT / protease 17000 UNT Delayed Release Oral Capsule	861710	EXACT			2025-12-04
EU/1/16/1113/005	40164028	amylase 55000 UNT / lipase 10000 UNT / protease 34000 UNT Delayed Release Oral Capsule	861692	EXACT			2025-12-04
EU/1/16/1113/006	40164028	amylase 55000 UNT / lipase 10000 UNT / protease 34000 UNT Delayed Release Oral Capsule	861692	EXACT			2025-12-04
EU/1/16/1113/007	40164028	amylase 55000 UNT / lipase 10000 UNT / protease 34000 UNT Delayed Release Oral Capsule	861692	EXACT			2025-12-04
EU/1/16/1113/008	40164028	amylase 55000 UNT / lipase 10000 UNT / protease 34000 UNT Delayed Release Oral Capsule	861692	EXACT			2025-12-04
EU/1/16/1113/009	40241651	amylase 136000 UNT / lipase 25000 UNT / protease 85000 UNT Delayed Release Oral Capsule	1117096	EXACT			2025-12-04
EU/1/16/1113/010	40241651	amylase 136000 UNT / lipase 25000 UNT / protease 85000 UNT Delayed Release Oral Capsule	1117096	EXACT			2025-12-04
EU/1/16/1113/011	40241651	amylase 136000 UNT / lipase 25000 UNT / protease 85000 UNT Delayed Release Oral Capsule	1117096	EXACT			2025-12-04
EU/1/16/1113/012	40241651	amylase 136000 UNT / lipase 25000 UNT / protease 85000 UNT Delayed Release Oral Capsule	1117096	EXACT			2025-12-04
EU/1/16/1113/013	793423	amylase 168000 UNT / lipase 40000 UNT / protease 126000 UNT Delayed Release Oral Capsule	1995477	EXACT			2025-12-04
EU/1/16/1113/014	793423	amylase 168000 UNT / lipase 40000 UNT / protease 126000 UNT Delayed Release Oral Capsule	1995477	EXACT			2025-12-04
EU/1/16/1113/015	793423	amylase 168000 UNT / lipase 40000 UNT / protease 126000 UNT Delayed Release Oral Capsule	1995477	EXACT			2025-12-04
EU/1/16/1113/016	793423	amylase 168000 UNT / lipase 40000 UNT / protease 126000 UNT Delayed Release Oral Capsule	1995477	EXACT			2025-12-04
