codice_aic	cod_farmaco	denominazione	descrizione	pa_associati	principio_attivo	quantita	unita_misura	forma	codice_atc	ragione_sociale	stato_amministrativo	tipo_procedura	fornitura
028561037	028561	KETODOL	25 MG + 200 MG COMPRESSE- 20 COMPRESSE	KETOPROFENE/SUCRALFATO	KETOPROFENE|SUCRALFATO	|	|	Compressa	M01AE53	EG S.P.A.	Autorizzata	Procedura Nazionale	Medicinali non soggetti a prescrizione medica, da banco.
028561049	028561	KETODOL	25 MG + 200 MG COMPRESSE- 10 COMPRESSE	KETOPROFENE/SUCRALFATO	KETOPROFENE|SUCRALFATO	|	|	Compressa	M01AE53	EG S.P.A.	Autorizzata	Procedura Nazionale	Medicinali non soggetti a prescrizione medica, da banco.
