cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	atc	laboratorio_titular	sw_base_a_plantas	biosimilar	radiofarmaco
665782	10612002	REVOLADE 25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA	Eltrombopag 25 mg comprimido	25 mg	Blister	28	comprimido	ELTROMBOPAG 25 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	B02BX05 - Eltrombopag	NOVARTIS EUROPHARM LIMITED	0	0	0
665783	10612005	REVOLADE 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA	Eltrombopag 50 mg comprimido	50 mg	Blister	28	comprimido	ELTROMBOPAG 50 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	B02BX05 - Eltrombopag	NOVARTIS EUROPHARM LIMITED	0	0	0
710908	110612013	REVOLADE 25 MG POLVO PARA SUSPENSION ORAL	Eltrombopag 25 mg solución/suspensión oral sobre	25 mg	Sobre	30	sobre	ELTROMBOPAG 25 mg	VÍA ORAL	POLVO PARA SUSPENSIÓN ORAL	B02BX05 - Eltrombopag	NOVARTIS EUROPHARM LIMITED	0	0	0
763830	89172	ELTROMBOPAG GLENMARK 25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Eltrombopag 25 mg comprimido	25 mg	Blister	28	comprimido	ELTROMBOPAG OLAMINA 25 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	B02BX05 - Eltrombopag	GLENMARK ARZNEIMITTEL GMBH	0	0	0
763841	89173	ELTROMBOPAG GLENMARK 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Eltrombopag 50 mg comprimido	50 mg	Blister	28	comprimido	ELTROMBOPAG OLAMINA 50 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	B02BX05 - Eltrombopag	GLENMARK ARZNEIMITTEL GMBH	0	0	0
764871	89543	ELTROMBOPAG ZENTIVA 25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Eltrombopag 25 mg comprimido	25 mg	Blister	28	comprimido	ELTROMBOPAG OLAMINA 25 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	B02BX05 - Eltrombopag	ZENTIVA K.S.	0	0	0
764873	89544	ELTROMBOPAG ZENTIVA 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Eltrombopag 50 mg comprimido	50 mg	Blister	28	comprimido	ELTROMBOPAG OLAMINA 50 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	B02BX05 - Eltrombopag	ZENTIVA K.S.	0	0	0
765682	89802	ELTROMBOPAG KERN PHARMA 25 MG COMPRIMIDOS RECUBIERTOS CON PELÍCULA EFG	Eltrombopag 25 mg comprimido	25 mg	Blister	28	comprimido	ELTROMBOPAG OLAMINA 25 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	B02BX05 - Eltrombopag	KERN PHARMA S.L.	0	0	0
765683	89803	ELTROMBOPAG KERN PHARMA 50 MG COMPRIMIDOS RECUBIERTOS CON PELÍCULA EFG	Eltrombopag 50 mg comprimido	50 mg	Blister	28	comprimido	ELTROMBOPAG OLAMINA 50 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	B02BX05 - Eltrombopag	KERN PHARMA S.L.	0	0	0
765684	89804	ELTROMBOPAG KERN PHARMA 75 MG COMPRIMIDOS RECUBIERTOS CON PELÍCULA EFG	Eltrombopag 75 mg comprimido	75 mg	Blister	28	comprimido	ELTROMBOPAG OLAMINA 75 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	B02BX05 - Eltrombopag	KERN PHARMA S.L.	0	0	0
