ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/11/673/001	EMEA/H/C/002302	150 mg/12.5 mg	Film-coated tablet	Oral use	blister (OPA/alu/PVC/alu)		14 tablets	Ifirmacombi
EU/1/11/673/002	EMEA/H/C/002302	150 mg/12.5 mg	Film-coated tablet	Oral use	blister (OPA/alu/PVC/alu)		28 tablets	Ifirmacombi
EU/1/11/673/003	EMEA/H/C/002302	150 mg/12.5 mg	Film-coated tablet	Oral use	blister (OPA/alu/PVC/alu)		30 tablets	Ifirmacombi
EU/1/11/673/004	EMEA/H/C/002302	150 mg/12.5 mg	Film-coated tablet	Oral use	blister (OPA/alu/PVC/alu)		56 tablets	Ifirmacombi
EU/1/11/673/005	EMEA/H/C/002302	150 mg/12.5 mg	Film-coated tablet	Oral use	blister (OPA/alu/PVC/alu)		56 x 1 tablets	Ifirmacombi
EU/1/11/673/006	EMEA/H/C/002302	150 mg/12.5 mg	Film-coated tablet	Oral use	blister (OPA/alu/PVC/alu)		84 tablets	Ifirmacombi
EU/1/11/673/007	EMEA/H/C/002302	150 mg/12.5 mg	Film-coated tablet	Oral use	blister (OPA/alu/PVC/alu)		90 tablets	Ifirmacombi
EU/1/11/673/008	EMEA/H/C/002302	150 mg/12.5 mg	Film-coated tablet	Oral use	blister (OPA/alu/PVC/alu)		98 tablets	Ifirmacombi
EU/1/11/673/009	EMEA/H/C/002302	300 mg/12.5 mg	Film-coated tablet	Oral use	blister (OPA/alu/PVC/alu)		14 tablets	Ifirmacombi
EU/1/11/673/010	EMEA/H/C/002302	300 mg/12.5 mg	Film-coated tablet	Oral use	blister (OPA/alu/PVC/alu)		28 tablets	Ifirmacombi
EU/1/11/673/011	EMEA/H/C/002302	300 mg/12.5 mg	Film-coated tablet	Oral use	blister (OPA/alu/PVC/alu)		30 tablets	Ifirmacombi
EU/1/11/673/012	EMEA/H/C/002302	300 mg/12.5 mg	Film-coated tablet	Oral use	blister (OPA/alu/PVC/alu)		56 tablets	Ifirmacombi
EU/1/11/673/013	EMEA/H/C/002302	300 mg/12.5 mg	Film-coated tablet	Oral use	blister (OPA/alu/PVC/alu)		56 x 1 tablets	Ifirmacombi
EU/1/11/673/014	EMEA/H/C/002302	300 mg/12.5 mg	Film-coated tablet	Oral use	blister (OPA/alu/PVC/alu)		84 tablets	Ifirmacombi
EU/1/11/673/015	EMEA/H/C/002302	300 mg/12.5 mg	Film-coated tablet	Oral use	blister (OPA/alu/PVC/alu)		90 tablets	Ifirmacombi
EU/1/11/673/016	EMEA/H/C/002302	300 mg/12.5 mg	Film-coated tablet	Oral use	blister (OPA/alu/PVC/alu)		98 tablets	Ifirmacombi
EU/1/11/673/017	EMEA/H/C/002302	300 mg/25 mg	Film-coated tablet	Oral use	blister (OPA/alu/PVC/alu)		14 tablets	Ifirmacombi
EU/1/11/673/018	EMEA/H/C/002302	300 mg/25 mg	Film-coated tablet	Oral use	blister (OPA/alu/PVC/alu)		28 tablets	Ifirmacombi
EU/1/11/673/019	EMEA/H/C/002302	300 mg/25 mg	Film-coated tablet	Oral use	blister (OPA/alu/PVC/alu)		30 tablets	Ifirmacombi
EU/1/11/673/020	EMEA/H/C/002302	300 mg/25 mg	Film-coated tablet	Oral use	blister (OPA/alu/PVC/alu)		56 tablets	Ifirmacombi
EU/1/11/673/021	EMEA/H/C/002302	300 mg/25 mg	Film-coated tablet	Oral use	blister (OPA/alu/PVC/alu)		56 x 1 tablets	Ifirmacombi
EU/1/11/673/022	EMEA/H/C/002302	300 mg/25 mg	Film-coated tablet	Oral use	blister (OPA/alu/PVC/alu)		84 tablets	Ifirmacombi
EU/1/11/673/023	EMEA/H/C/002302	300 mg/25 mg	Film-coated tablet	Oral use	blister (OPA/alu/PVC/alu)		90 tablets	Ifirmacombi
EU/1/11/673/024	EMEA/H/C/002302	300 mg/25 mg	Film-coated tablet	Oral use	blister (OPA/alu/PVC/alu)		98 tablets	Ifirmacombi
