ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/09/608/001	EMEA/H/C/001092	4 mg	Capsule, hard	Oral use	Blister (PVC/PVDC/alu)		5 capsules	Urorec
EU/1/09/608/002	EMEA/H/C/001092	4 mg	Capsule, hard	Oral use	Blister (PVC/PVDC/alu)		10 capsules	Urorec
EU/1/09/608/003	EMEA/H/C/001092	4 mg	Capsule, hard	Oral use	Blister (PVC/PVDC/alu)		20 capsules	Urorec
EU/1/09/608/004	EMEA/H/C/001092	4 mg	Capsule, hard	Oral use	Blister (PVC/PVDC/alu)		30 capsules	Urorec
EU/1/09/608/005	EMEA/H/C/001092	4 mg	Capsule, hard	Oral use	Blister (PVC/PVDC/alu)		50 capsules	Urorec
EU/1/09/608/006	EMEA/H/C/001092	4 mg	Capsule, hard	Oral use	Blister (PVC/PVDC/alu)		90 capsules	Urorec
EU/1/09/608/007	EMEA/H/C/001092	4 mg	Capsule, hard	Oral use	Blister (PVC/PVDC/alu)		100 capsules	Urorec
EU/1/09/608/008	EMEA/H/C/001092	8 mg	Capsule, hard	Oral use	Blister (PVC/PVDC/alu)		5 capsules	Urorec
EU/1/09/608/009	EMEA/H/C/001092	8 mg	Capsule, hard	Oral use	Blister (PVC/PVDC/alu)		10 capsules	Urorec
EU/1/09/608/010	EMEA/H/C/001092	8 mg	Capsule, hard	Oral use	Blister (PVC/PVDC/alu)		20 capsules	Urorec
EU/1/09/608/011	EMEA/H/C/001092	8 mg	Capsule, hard	Oral use	Blister (PVC/PVDC/alu)		30 capsules	Urorec
EU/1/09/608/012	EMEA/H/C/001092	8 mg	Capsule, hard	Oral use	Blister (PVC/PVDC/alu)		50 capsules	Urorec
EU/1/09/608/013	EMEA/H/C/001092	8 mg	Capsule, hard	Oral use	Blister (PVC/PVDC/alu)		90 capsules	Urorec
EU/1/09/608/014	EMEA/H/C/001092	8 mg	Capsule, hard	Oral use	Blister (PVC/PVDC/alu)		100 capsules	Urorec
