ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/22/1685/001	EMEA/H/C/005620	2.5 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.5 ml (5 mg/ml)	2 pre-filled pens	Mounjaro
EU/1/22/1685/002	EMEA/H/C/005620	2.5 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.5 ml (5 mg/ml)	4 pre-filled pens	Mounjaro
EU/1/22/1685/003	EMEA/H/C/005620	2.5 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.5 ml (5 mg/ml)	12 (3 x 4) pre-filled pens (multipack)	Mounjaro
EU/1/22/1685/004	EMEA/H/C/005620	5 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.5 ml (10 mg/ml)	2 pre-filled pens	Mounjaro
EU/1/22/1685/005	EMEA/H/C/005620	5 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.5 ml (10 mg/ml)	4 pre-filled pens	Mounjaro
EU/1/22/1685/006	EMEA/H/C/005620	5 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.5 ml (10 mg/ml)	12 (3 x 4) pre-filled pens (multipack)	Mounjaro
EU/1/22/1685/007	EMEA/H/C/005620	7.5 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.5 ml (15 mg/ml)	2 pre-filled pens	Mounjaro
EU/1/22/1685/008	EMEA/H/C/005620	7.5 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.5 ml (15 mg/ml)	4 pre-filled pens	Mounjaro
EU/1/22/1685/009	EMEA/H/C/005620	7.5 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.5 ml (15 mg/ml)	12 (3 x 4) pre-filled pens (multipack)	Mounjaro
EU/1/22/1685/010	EMEA/H/C/005620	10 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.5 ml (20 mg/ml)	2 pre-filled pens	Mounjaro
EU/1/22/1685/011	EMEA/H/C/005620	10 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.5 ml (20 mg/ml)	4 pre-filled pens	Mounjaro
EU/1/22/1685/012	EMEA/H/C/005620	10 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.5 ml (20 mg/ml)	12 (3 x 4) pre-filled pens (multipack)	Mounjaro
EU/1/22/1685/013	EMEA/H/C/005620	12.5 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.5 ml (25 mg/ml)	2 pre-filled pens	Mounjaro
EU/1/22/1685/014	EMEA/H/C/005620	12.5 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.5 ml (25 mg/ml)	4 pre-filled pens	Mounjaro
EU/1/22/1685/015	EMEA/H/C/005620	12.5 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.5 ml (25 mg/ml)	12 (3 x 4) pre-filled pens (multipack)	Mounjaro
EU/1/22/1685/016	EMEA/H/C/005620	15 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.5 ml (30 mg/ml)	2 pre-filled pens	Mounjaro
EU/1/22/1685/017	EMEA/H/C/005620	15 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.5 ml (30 mg/ml)	4 pre-filled pens	Mounjaro
EU/1/22/1685/018	EMEA/H/C/005620	15 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.5 ml (30 mg/ml)	12 (3 x 4) pre-filled pens (multipack)	Mounjaro
EU/1/22/1685/019	EMEA/H/C/005620	2.5 mg	Solution for injection	Subcutaneous use	vial (glass)	0.5 ml (5 mg/ml)	1 vial	Mounjaro
EU/1/22/1685/020	EMEA/H/C/005620	5 mg	Solution for injection	Subcutaneous use	vial (glass)	0.5 ml (10 mg/ml)	1 vial	Mounjaro
EU/1/22/1685/021	EMEA/H/C/005620	7.5 mg	Solution for injection	Subcutaneous use	vial (glass)	0.5 ml (15 mg/ml)	1 vial	Mounjaro
EU/1/22/1685/022	EMEA/H/C/005620	10 mg	Solution for injection	Subcutaneous use	vial (glass)	0.5 ml (20 mg/ml)	1 vial	Mounjaro
EU/1/22/1685/023	EMEA/H/C/005620	12.5 mg	Solution for injection	Subcutaneous use	vial (glass)	0.5 ml (25 mg/ml)	1 vial	Mounjaro
EU/1/22/1685/024	EMEA/H/C/005620	15 mg	Solution for injection	Subcutaneous use	vial (glass)	0.5 ml (30 mg/ml)	1 vial	Mounjaro
EU/1/22/1685/025	EMEA/H/C/005620	2.5 mg	Solution for injection	Subcutaneous use	vial (glass)	0.5 ml (5 mg/ml)	4 vials	Mounjaro
EU/1/22/1685/026	EMEA/H/C/005620	2.5 mg	Solution for injection	Subcutaneous use	vial (glass)	0.5 ml (5 mg/ml)	12 vials	Mounjaro
EU/1/22/1685/027	EMEA/H/C/005620	2.5 mg	Solution for injection	Subcutaneous use	vial (glass)	0.5 ml (5 mg/ml)	4 (4 x 1) vials (multipack)	Mounjaro
EU/1/22/1685/028	EMEA/H/C/005620	2.5 mg	Solution for injection	Subcutaneous use	vial (glass)	0.5 ml (5 mg/ml)	12 (12 x 1) vials (multipack)	Mounjaro
EU/1/22/1685/029	EMEA/H/C/005620	5 mg	Solution for injection	Subcutaneous use	vial (glass)	0.5 ml (10 mg/ml)	4 vials	Mounjaro
EU/1/22/1685/030	EMEA/H/C/005620	5 mg	Solution for injection	Subcutaneous use	vial (glass)	0.5 ml (10 mg/ml)	12 vials	Mounjaro
EU/1/22/1685/031	EMEA/H/C/005620	5 mg	Solution for injection	Subcutaneous use	vial (glass)	0.5 ml (10 mg/ml)	4 (4 x 1) vials (multipack)	Mounjaro
EU/1/22/1685/032	EMEA/H/C/005620	5 mg	Solution for injection	Subcutaneous use	vial (glass)	0.5 ml (10 mg/ml)	12 (12 x 1) vials (multipack)	Mounjaro
EU/1/22/1685/033	EMEA/H/C/005620	7.5 mg	Solution for injection	Subcutaneous use	vial (glass)	0.5 ml (15 mg/ml)	4 vials	Mounjaro
EU/1/22/1685/034	EMEA/H/C/005620	7.5 mg	Solution for injection	Subcutaneous use	vial (glass)	0.5 ml (15 mg/ml)	12 vials	Mounjaro
EU/1/22/1685/035	EMEA/H/C/005620	7.5 mg	Solution for injection	Subcutaneous use	vial (glass)	0.5 ml (15 mg/ml)	4 (4 x 1) vials (multipack)	Mounjaro
EU/1/22/1685/036	EMEA/H/C/005620	7.5 mg	Solution for injection	Subcutaneous use	vial (glass)	0.5 ml (15 mg/ml)	12 (12 x 1) vials (multipack)	Mounjaro
EU/1/22/1685/037	EMEA/H/C/005620	10 mg	Solution for injection	Subcutaneous use	vial (glass)	0.5 ml (20 mg/ml)	4 vials	Mounjaro
EU/1/22/1685/038	EMEA/H/C/005620	10 mg	Solution for injection	Subcutaneous use	vial (glass)	0.5 ml (20 mg/ml)	12 vials	Mounjaro
EU/1/22/1685/039	EMEA/H/C/005620	10 mg	Solution for injection	Subcutaneous use	vial (glass)	0.5 ml (20 mg/ml)	4 (4 x 1) vials (multipack)	Mounjaro
EU/1/22/1685/040	EMEA/H/C/005620	10 mg	Solution for injection	Subcutaneous use	vial (glass)	0.5 ml (20 mg/ml)	12 (12 x 1) vials (multipack)	Mounjaro
EU/1/22/1685/041	EMEA/H/C/005620	12.5 mg	Solution for injection	Subcutaneous use	vial (glass)	0.5 ml (25 mg/ml)	4 vials	Mounjaro
EU/1/22/1685/042	EMEA/H/C/005620	12.5 mg	Solution for injection	Subcutaneous use	vial (glass)	0.5 ml (25 mg/ml)	12 vials	Mounjaro
EU/1/22/1685/043	EMEA/H/C/005620	12.5 mg	Solution for injection	Subcutaneous use	vial (glass)	0.5 ml (25 mg/ml)	4 (4 x 1) vials (multipack)	Mounjaro
EU/1/22/1685/044	EMEA/H/C/005620	12.5 mg	Solution for injection	Subcutaneous use	vial (glass)	0.5 ml (25 mg/ml)	12 (12 x 1) vials (multipack)	Mounjaro
EU/1/22/1685/045	EMEA/H/C/005620	15 mg	Solution for injection	Subcutaneous use	vial (glass)	0.5 ml (30 mg/ml)	4 vials	Mounjaro
EU/1/22/1685/046	EMEA/H/C/005620	15 mg	Solution for injection	Subcutaneous use	vial (glass)	0.5 ml (30 mg/ml)	12 vials	Mounjaro
EU/1/22/1685/047	EMEA/H/C/005620	15 mg	Solution for injection	Subcutaneous use	vial (glass)	0.5 ml (30 mg/ml)	4 (4 x 1) vials (multipack)	Mounjaro
EU/1/22/1685/048	EMEA/H/C/005620	15 mg	Solution for injection	Subcutaneous use	vial (glass)	0.5 ml (30 mg/ml)	12 (12 x 1) vials (multipack)	Mounjaro
EU/1/22/1685/049	EMEA/H/C/005620	2.5 mg/dose	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (KwikPen)	2.4 ml (4.17 mg/ml)	1 pre-filled pen	Mounjaro
EU/1/22/1685/050	EMEA/H/C/005620	2.5 mg/dose	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (KwikPen)	2.4 ml (4.17 mg/ml)	3 pre-filled pens	Mounjaro
EU/1/22/1685/051	EMEA/H/C/005620	5 mg/dose	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (KwikPen)	2.4 ml (8.33 mg/ml)	1 pre-filled pen	Mounjaro
EU/1/22/1685/052	EMEA/H/C/005620	5 mg/dose	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (KwikPen)	2.4 ml (8.33 mg/ml)	3 pre-filled pens	Mounjaro
EU/1/22/1685/053	EMEA/H/C/005620	7.5 mg/dose	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (KwikPen)	2.4 ml (12.5 mg/ml)	1 pre-filled pen	Mounjaro
EU/1/22/1685/054	EMEA/H/C/005620	7.5 mg/dose	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (KwikPen)	2.4 ml (12.5 mg/ml)	3 pre-filled pens	Mounjaro
EU/1/22/1685/055	EMEA/H/C/005620	10 mg/dose	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (KwikPen)	2.4 ml (16.7 mg/ml)	1 pre-filled pen	Mounjaro
EU/1/22/1685/056	EMEA/H/C/005620	10 mg/dose	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (KwikPen)	2.4 ml (16.7 mg/ml)	3 pre-filled pens	Mounjaro
