cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	atc	laboratorio_titular	sw_base_a_plantas	sw_generico	biosimilar	radiofarmaco
660018	07414003	GALVUS 50 mg COMPRIMIDOS	Vildagliptina 50 mg comprimido	50 mg	Blister	28	comprimido	VILDAGLIPTINA 50 mg	VÍA ORAL	COMPRIMIDO	A10BH02 - Vildagliptina	NOVARTIS EUROPHARM LIMITED	0	0	0	0
660345	07414005	GALVUS 50 mg COMPRIMIDOS	Vildagliptina 50 mg comprimido	50 mg	Blister	56	comprimido	VILDAGLIPTINA 50 mg	VÍA ORAL	COMPRIMIDO	A10BH02 - Vildagliptina	NOVARTIS EUROPHARM LIMITED	0	0	0	0
662086	08485003	JALRA 50 mg COMPRIMIDOS	Vildagliptina 50 mg comprimido	50 mg	Blister	28	comprimido	VILDAGLIPTINA 50 mg	VÍA ORAL	COMPRIMIDO	A10BH02 - Vildagliptina	NOVARTIS EUROPHARM LIMITED	0	0	0	0
662087	08485005	JALRA 50 mg COMPRIMIDOS	Vildagliptina 50 mg comprimido	50 mg	Blister	56	comprimido	VILDAGLIPTINA 50 mg	VÍA ORAL	COMPRIMIDO	A10BH02 - Vildagliptina	NOVARTIS EUROPHARM LIMITED	0	0	0	0
662088	08486003	XILIARX 50 mg COMPRIMIDOS	Vildagliptina 50 mg comprimido	50 mg	Blister	28	comprimido	VILDAGLIPTINA 50 mg	VÍA ORAL	COMPRIMIDO	A10BH02 - Vildagliptina	NOVARTIS EUROPHARM LIMITED	0	0	0	0
662089	08486005	XILIARX 50 mg COMPRIMIDOS	Vildagliptina 50 mg comprimido	50 mg	Blister	56	comprimido	VILDAGLIPTINA 50 mg	VÍA ORAL	COMPRIMIDO	A10BH02 - Vildagliptina	NOVARTIS EUROPHARM LIMITED	0	0	0	0
720190	82730	VILDAGLIPTINA SANDOZ 50 MG COMPRIMIDOS EFG	Vildagliptina 50 mg comprimido	50 mg	Blister	28	comprimido	VILDAGLIPTINA 50 mg	VÍA ORAL	COMPRIMIDO	A10BH02 - Vildagliptina	SANDOZ FARMACEUTICA S.A.	0	1	0	0
720192	82730	VILDAGLIPTINA SANDOZ 50 MG COMPRIMIDOS EFG	Vildagliptina 50 mg comprimido	50 mg	Blister	56	comprimido	VILDAGLIPTINA 50 mg	VÍA ORAL	COMPRIMIDO	A10BH02 - Vildagliptina	SANDOZ FARMACEUTICA S.A.	0	1	0	0
721708	83106	VILDAGLIPTINA KRKA 50 MG COMPRIMIDOS EFG	Vildagliptina 50 mg comprimido	50 mg	Blister	28	comprimido	VILDAGLIPTINA 50 mg	VÍA ORAL	COMPRIMIDO	A10BH02 - Vildagliptina	KRKA D.D. NOVO MESTO	0	1	0	0
721709	83106	VILDAGLIPTINA KRKA 50 MG COMPRIMIDOS EFG	Vildagliptina 50 mg comprimido	50 mg	Blister	56	comprimido	VILDAGLIPTINA 50 mg	VÍA ORAL	COMPRIMIDO	A10BH02 - Vildagliptina	KRKA D.D. NOVO MESTO	0	1	0	0
721760	83119	GLYPVILO 50 MG COMPRIMIDOS EFG	Vildagliptina 50 mg comprimido	50 mg	Blister	28	comprimido	VILDAGLIPTINA 50 mg	VÍA ORAL	COMPRIMIDO	A10BH02 - Vildagliptina	KRKA D.D. NOVO MESTO	0	1	0	0
725262	83995	VILDAGLIPTINA TEVA 50 MG COMPRIMIDOS EFG	Vildagliptina 50 mg comprimido	50 mg	Blister	28	comprimido	VILDAGLIPTINA 50 mg	VÍA ORAL	COMPRIMIDO	A10BH02 - Vildagliptina	TEVA B.V.	0	1	0	0
725265	83995	VILDAGLIPTINA TEVA 50 MG COMPRIMIDOS EFG	Vildagliptina 50 mg comprimido	50 mg	Blister	56	comprimido	VILDAGLIPTINA 50 mg	VÍA ORAL	COMPRIMIDO	A10BH02 - Vildagliptina	TEVA B.V.	0	1	0	0
