ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/25/1948/001	EMEA/H/C/006511	70 mg	Powder for concentrate for solution for infusion	Intravenous use	vial (glass)		1 vial	BLENREP
EU/1/25/1948/002	EMEA/H/C/006511	100 mg	Powder for concentrate for solution for infusion	Intravenous use	vial (glass)		1 vial	BLENREP
